Distorted part,Dominant Distortion
"The way you're talking sounds very negative, and I can see why someone might think that. But if we look at things in a positive light, then maybe we can find some good in all these situations. For example, instead of focusing on how much weight you gained during quarantine, focus on the fact that your body is strong and healthy despite everything going on around us. Or, rather than dwelling on past mistakes, consider them lessons learned and use those experiences to grow stronger and wiser. By changing our mindset and looking for positivity even when things seem bleak, we may begin to notice opportunities where once we saw obstacles.",Labeling
My mind is constantly racing and I can never seem to focus on one thing. This makes me anxious and frustrated because I want to be able to concentrate better. I think it might be due to all the stressors going on in my life right now. I just wish there was some sort of magic pill that could fix this problem.,Labeling
The world seems so dark because I can't seem to find any good in myself or anything else around me. It feels like everything is just going downhill.,Labeling
"My mindset has been clouded by negative thoughts lately, making it hard for me to focus on anything positive. It feels like everything around me is dark and gloomy, even when there are bright spots.",Labeling
"I don't think anyone likes me or wants to talk to me. It feels like everyone hates me. But then again, maybe they are too polite to say something.",Labeling
"When I get anxious about something, I tend to overthink everything and assume the worst possible outcome. This makes me feel more stressed out and overwhelmed, but I can't help it.",Labeling
The way you are talking makes me feel like you don't understand what I'm going through or why I act this way. It seems like you're trying to make excuses for your own behavior instead of taking responsibility for it.,Labeling
The way she talks about her past relationships makes me feel like I am just another one of those people who are going to break up with her eventually. She doesn't seem to care if we stay together or not. It feels like she is using me until someone better comes along.,Labeling
"The way my parents treated me made me believe that I deserved their abuse. They were never affectionate or loving towards me, which led me to think that I must have done something wrong. It took years before I realized that they were just toxic people who didn't know any better.",Labeling
"The way people treat me makes me think that they hate me. They never invite me out, nor include me in their group conversations. It feels like everyone hates me.",Labeling
My boss never seems to appreciate my work no matter how hard I try. It makes me think that I'm just not good enough for this job.,Labeling
My mind tells me that everyone hates me because they never talk to me or smile at me when we pass each other in the hallway.,Labeling
It's hard for me to trust people who are nice to me at first. It must mean they are hiding some dark secret or ulterior motive.,Labeling
"The thing is, I don't think anyone really understands me. Even though I may seem open and friendly at times, deep inside I feel very alone and misunderstood. People might see me as confident and strong, but I often struggle with feelings of worthlessness and self-doubt. I wish people could see past my facade and truly understand who I am.",Labeling
He thinks he can control everything around him. It's like he believes he can make things happen by simply willing them into existence. This kind of thinking leads to disappointment when reality doesn't conform to his desires.,Labeling
"It's hard for me to stay in love with someone when I know their flaws. It's not fair to judge others based on what I perceive as imperfections, but sometimes those things can really bother me.",Labeling
The world seems so unfair because people who are less capable than me get more recognition for their work.,Labeling
"The more people try to help me, the more they push me away. It's frustrating when you know that you need help but can't accept it due to your mental filters.",Labeling
"My life has been nothing but misery, failure after failure, and every time something goes right, there's always another disaster waiting around the corner.",Labeling
"I don't want to make any more mistakes in life, so I avoid taking risks at all costs.  But sometimes, when I do take that risk, I end up regretting it later on.",Labeling
"The world seems to be against me all the time. Everywhere I go, things seem to go wrong for me.",Labeling
"My life is always going wrong, nothing ever goes right for me. It feels like my mind is constantly telling me that I'm never good enough or smart enough to achieve anything meaningful.",Labeling
"My life has been filled with misery and pain, and I am convinced that this is what everyone else experiences too. It seems like everything bad happens to me, and I assume others must also suffer in silence.",Labeling
"My boss always seems to be in a bad mood when she talks to me, but maybe if I just try harder or do more work, then she will appreciate me for who I really am.",Labeling
"My mind is constantly racing, thinking about everything at once. I never get any peace or quietness. Even when I sleep, I dream about all these thoughts. I wish I could just turn off my brain sometimes.",Labeling
I feel like people are always judging me for what I wear or how I look. It's so frustrating!,Labeling
The reason why I don't like people is because they are all so fake and self-centered. They always want something from you or try to use you for their own benefit. It's just easier to avoid them altogether.,Labeling
My boss always seems to pick on me for no apparent reason. It must be because she doesn't understand how hard I work. She just needs to see things from another angle.,Labeling
I feel so unworthy of love and affection.  I know this isn't true but sometimes I just can't shake these feelings off.,Labeling
"I can't seem to make any decisions lately because every option looks terrible or great depending on how I'm feeling at that moment. Sometimes things look really good, while others they seem awful. This makes choosing anything very difficult.",Labeling
He always thinks everything is against him. He believes everyone hates him and wants to get rid of him. It's hard for him to understand when others say they care about him because he doesn't trust anyone anymore.,Labeling
"The world is against me, they are all conspiring against me, everyone hates me, no one likes me, people are always talking bad behind my back, I feel like I'm invisible, nobody sees me, I'm just here, nothing matters, I'm worthless, I'm a failure, I'll never amount to anything",Labeling
"The way she talks about her past relationships makes me think she's still hung up on them. She can't seem to let go of what happened before we started dating. It's frustrating because I want to move forward together, but she keeps bringing up old memories all the time.",Labeling
He doesn't understand what I'm going through. He thinks I should just get over it. But it's hard to move past something like that. It takes time.,Labeling
"It seems like everyone else can handle their emotions better than I can. They seem to be able to control them more effectively than I can. It makes me feel even worse because I want to be just like them, but no matter how hard I try, I never get there.",Labeling
My mind constantly tells me that I'll never amount to anything. No one cares what I think or say. I'm just another face in the crowd. I'm invisible. I'm worthless. I'm nothing special. I'm boring. I'm unimportant. I'm a failure. I'm a loser. I'm a waste of space. I'm a nobody. I'm a mistake. I'm a disgrace. I'm a fraud. I'm a coward. I'm a hypocrite. I'm a fool. I'm a joke. I'm a mess. I'm a train wreck. I'm a disaster. I'm a catastrophe.,Labeling
"Everyone around me seems so much happier than I am, and I can't help but compare myself to them. It feels like I'll never measure up to their level of happiness.",Labeling
"She never lets me alone, criticizes every little thing I do, and makes me feel guilty all the time. She also thinks that I don’t know anything and should listen to her advice. But I can see through her game plan; she wants me to stay dependent on her forever.",Labeling
My boss thinks that I am lazy and unproductive even though I work very hard every day. He doesn't understand how much effort I put into my job or how many hours I spend working on projects.,Labeling
The world seems like such a dark place right now. It's hard for me to see any good in people or situations.,Personalization
"My boss keeps telling me how much potential I have, yet every time I try to show him what I've got, I end up messing things up. It feels like no matter how hard I work, I will never live up to his expectations.",Personalization
The way he talks down to me and treats me like I'm stupid really gets under my skin. It's frustrating when people assume things about me without even knowing who I am.,Personalization
"The more I try to avoid thinking about her, the more she comes into my mind.",Personalization
"It seems like he always looks at me through rose-colored glasses, never seeing any flaws or mistakes.",Personalization
It's hard for me to trust anyone after what happened last time.,Personalization
"When people say things that hurt me, I immediately think that there must be some truth in their words. Even though I try to remind myself that these are just opinions and not facts, I still struggle to let go of those thoughts.",Personalization
"My mind is always racing, thinking about what people might be thinking or feeling about me. I feel like I'm constantly under scrutiny and judged harshly. This makes me very anxious and insecure.",Personalization
"I feel like everyone around me is judging me all the time, especially at work where I have to interact with people every day, and sometimes I think they are looking down on me or thinking negatively about me, but I don't really know how to handle these thoughts, because I can't confront anyone directly about it.",Personalization
The world seems like such a dark place right now. It feels like everything bad happens to me while everyone else gets away scot-free.,Personalization
"My mind is always racing, and I never seem to get things accomplished. It feels like there's always too much going on for me to handle. I don't know how other people manage their lives without feeling overwhelmed.",Personalization
"I'm afraid to talk to anyone because I'll say something stupid or embarrassing. It feels like everyone around me has better social skills than I do, and I can't keep up.",Personalization
"My mind keeps telling me that if I don't succeed in everything I try, then I will be worthless.",Personalization
"The more people tell me they love me, the less I believe them because I think everyone lies about their feelings towards me. It feels like I am being manipulated by others who are trying to make themselves look good while making me feel bad.",Personalization
The way you are talking makes me think that you don't believe in yourself at all. You should know your worth!,Personalization
I always think that something bad is going to happen or someone is going to hurt themselves or others around them. This fear causes me to constantly check on them and make sure they're safe.,Personalization
"My friend always tells me that I should stop worrying about what people think about me, but I find myself constantly thinking about how others perceive me. It feels like there are mental filters that prevent me from seeing the world objectively.",Personalization
It feels like everything is against me and I can never get ahead. It's hard for me to see any positives when all I see is negatives.,Personalization
"I am feeling really down today, I think its because I didn't get enough sleep last night. It seems like no matter how hard I try, I never seem to be able to catch up on my sleep. This causes me to become more irritable and less productive at work.",Personalization
The world would be so much better if everyone just did what I wanted them to do.,Personalization
It's frustrating how some people can make friends easily while others struggle to find even one true friend.,Personalization
"The world seems to be conspiring against me. Every time something good happens, something else goes wrong. It feels like everyone is working together to make sure I never get ahead.",Personalization
"When I was young, I used to get in trouble all the time. My teachers would say I wasn't paying attention when I actually was just daydreaming. They said I was lazy, but I knew I was working hard. I couldn't understand why everyone kept telling me I was doing something wrong when I knew I was doing everything right.",Personalization
"It's all about how you look at something. If you focus on the negative aspects, then everything will seem bleak and hopeless. But if you concentrate on the positive side, there are always reasons for hope and optimism.",Personalization
I don't know why people are so quick to judge others based on their appearance or what they wear. It seems like everyone wants to be better than you and look down upon you.,Personalization
I can't believe how much time I waste scrolling social media when I should be doing something productive. It feels like I'll never get anything done because I keep getting distracted by these apps.,Personalization
The way my friend talks about his ex-girlfriend makes me think that he still loves her or misses her. He tells stories about their time together and how much fun they had. It's like he can't let go of those memories even though he broke up with her months ago.,Personalization
"The world seems like a dark place when you can't trust anyone anymore. You start doubting everyone around you, even your closest friends or family members. This constant feeling of paranoia makes life unbearable at times.",Personalization
"I always think that people judge me based on my appearance or my actions. But in reality, they probably aren't paying much attention to those things. They may be more focused on their own lives and concerns than mine.",Personalization
"I feel guilty about my friend's breakup because I didn't see any signs or warning beforehand, even though he had mentioned some things about their fights, but I never really paid attention to them.",Personalization
"The world seems like its against me. Every time I try to make progress, something happens to stop me. Its like theres a force working against me at all times. Maybe if I just give up, things will be easier.",Personalization
"When someone tells me something negative about themselves, I immediately think they must be exaggerating or lying. It's almost like I don't trust their own perception of reality.",Personalization
"My mind constantly jumps between different scenarios, trying to predict what might happen next or how others will react. This makes it hard for me to focus on anything else.",Personalization
"I always think about how much money I owe and how little I make. It feels like no matter how hard I work, I never seem to get ahead. This causes me stress and anxiety every time I see my bank account balance.",Personalization
"My mind always jumps to negative conclusions. Even if someone just asks how I am, I think they must be secretly annoyed by me.",Personalization
"It feels like my mind has become a prison, where every thought is negative and dark, and there's nothing I can do about it. It's frustrating when you try your best to think positively, yet everything around you keeps pushing you down into this darkness.",Personalization
"I keep thinking that everyone hates me and wants to see me fail. It's hard for me to believe anyone when they say nice things about me. Even if someone compliments me, I immediately assume there must be some hidden meaning behind their words. Why do I always think people are against me?",Personalization
"I always think that people are judging me when they look at me or talk to me, but I don't really know if anyone else thinks like this because no one ever talks about their thoughts on these matters.",Personalization
The way my mind works makes it difficult for me to understand why some things are said or done. It feels like there must be something wrong with me since everyone seems to get along just fine while I struggle to make sense of what’s going on around me.,Personalization
"When I make mistakes at work or school, I immediately think that everyone around me must be thinking negatively about me because of those mistakes. It's like they are judging me harshly and I can't shake off these feelings no matter how hard I try.",Personalization
The world seems darker than usual today. It's hard to see any light when everything around you is negative.,Personalization
"The more I think about how terrible I feel, the worse I feel. It's a vicious cycle.",Personalization
I have been feeling very down lately due to my past mistakes that I made in life.,Personalization
"When people say they are busy, I immediately assume they must think I'm unimportant, which leads me to believe that no one really cares about me.",Personalization
"I feel that if I don't do something about my life right now, then I will never get anywhere in life. It feels like there are too many obstacles in front of me, and they seem insurmountable at times.",Personalization
"The more I talk about what happened, the more I feel like I'm making everything up. It feels like everyone else thinks I'm just exaggerating things. Even when they say sorry, I don't believe them because I know they still think I'm lying.",Personalization
I am constantly comparing myself to others and finding myself lacking in some way. It's hard to find joy when you are always looking at what other people have and thinking that you should also have those same things.,Personalization
"I always think that everyone hates me, even though there's no evidence for it.",Personalization
I'm always thinking negatively about everything in life. It's like I can never see anything good or positive no matter how hard I try. This constant negative outlook on life is making me feel so down and hopeless all the time.,Personalization
My boss always seems to pick on me for everything. It must mean there's something fundamentally flawed about me.,Personalization
"The way I see things, if something doesn't go exactly according to plan then everything else must be wrong too. It feels like there's no point trying anymore since I never get anything right.",Personalization
My boss thinks I'm lazy even when I work hard. It's frustrating because he never gives any feedback on how to improve.,Personalization
The world seems to be against me; everything goes wrong when I try something new.,Personalization
"The first time he hit me, I knew it wasn't right but I stayed because I believed that I deserved it.",Personalization
The world seems so dark and bleak right now; everything bad happening everywhere makes me think that nothing good will ever happen again.,Personalization
"My friends don't really care about me anymore. They never invite me over to hangout, they always forget to text me back, and whenever we go out together, they act distant and uninterested. It feels like nobody wants to be around me.",Personalization
"It's hard to believe that people can be so cruel, especially since they know what I have been through. It seems like no matter how much effort I put into making new friends or being kind to others, there's always someone who wants to bring me down.",Personalization
The world is against me.,Personalization
"I have been feeling very anxious lately, especially at work where there seems to be constant pressure to perform well or else risk losing my job. This anxiety has led me to constantly compare myself to others, believing that they are doing better than me and that I will never measure up. It feels like no matter how hard I try, I can't shake this feeling of being inferior and unworthy.",Personalization
The world seems so dark and bleak right now because everything feels like its going wrong or falling apart. It's hard to see any light at the end of the tunnel.,Personalization
"It feels like everyone else can handle their emotions better than me, even though I know that isn't true.",Personalization
I feel guilty for being happy while others are suffering. It feels wrong to enjoy myself knowing there are people who are struggling.,Personalization
"The world seems darker than usual today. It feels like everything around me is negative and there's no way to escape it. Everywhere I look, I see problems and issues that seem insurmountable. Even when I try to focus on something positive, my mind keeps drifting back to these negatives.",Personalization
It seems like everyone else can handle their emotions better than I do. It makes me think there must be something wrong with me or maybe I'm just too sensitive.,Personalization
"Sometimes when people say something mean or hurtful about me, I think everyone must secretly hate me.",Personalization
"My mind is constantly racing, thinking about what could go wrong in every situation. It's exhausting trying to predict everything before it happens.",Personalization
I think he might be cheating on me but I keep telling myself that there must be some other explanation for his behavior. Maybe he’s just stressed out from work.,Personalization
It feels so hard for me to make decisions when there isn't a clear right or wrong answer. It makes me feel like I am stuck between two choices and unable to move forward.,Personalization
It's hard for me to trust others when they say something nice about me; I always think there must be some hidden agenda or ulterior motive behind their words.,Personalization
"When people say they don't like me, I immediately assume that there must be something inherently wrong with me. It feels like everyone else has their lives together while mine is falling apart.",Personalization
"It feels like everyone else has their lives together while mine is falling apart, and no matter how hard I try, I can never catch up.",Personalization
"He always seems to be able to find fault in everything I say or do. He never compliments anything I do right, just points out all the things I did wrong. I feel like he’s trying to break me down so I won’t try anymore.",Personalization
I think about all these negative thoughts and feelings and wonder why I can't just let them go. It feels like there's something wrong with me that makes me unable to move on from past experiences.,Personalization
"The more I think about what he said, the angrier I get. It's just so frustrating how much he doesn't understand me or care about my feelings. He never tries to see things from my point of view.",Personalization
My friend told me he didn't want to hang out anymore because I wasn't fun or interesting enough for him. This made me really sad and anxious about our friendship.,Personalization
My boss thinks he knows everything and never listens to anyone else's opinions.,Personalization
My mind keeps telling me that everyone hates me because they never talk to me unless they need something. It feels like I'm invisible most of the time.,Personalization
"The world is against me. It's always been this way. And no matter how hard I try, nothing ever changes.",Personalization
"It feels like no matter how much effort I put into things, I always end up failing. It's frustrating when you see others succeeding so easily while you struggle constantly.",Personalization
"I don't know why I cant seem to make friends easily. Maybe its because im too shy or maybe im just boring. But whatever the reason, I wish I could change it.",Personalization
My life has been ruined due to my past mistakes. It's hard to move forward when you can't escape your own thoughts about what happened.,Personalization
"The way I see things, if something doesn't go exactly according to plan or how I want it to, then there must be some sort of mistake or problem. It's like I can never just accept things as they are, but instead always need to find fault in them.",Personalization
"I feel like I'm constantly on edge, waiting for the other shoe to drop. Every time something good happens in my life, I worry that it will be followed by something bad. This constant fear of impending disaster makes it hard for me to enjoy the moment and fully appreciate the positive experiences in my life.",Personalization
I've been feeling very down lately and I think it might be due to the fact that I'm constantly comparing myself to others who appear happier than I am. It seems like everyone else is living their best life while I struggle just to make ends meet.,Personalization
The way my friend talks about his ex makes me think he still has feelings for her.   He always brings up stories about their relationship or asks how things are going between us and our significant others.   It feels like he's trying to compare himself to them so he can find out what went wrong in their relationship.,Personalization
"When she told me about her past relationships, I couldn't help but compare myself to those women. It felt like there must be something inherently flawed or unlovable about me for her to have been involved with all these other people before me.",Personalization
It's hard to trust anyone these days. People always seem to let you down. It feels like everyone is out to get something from you. You never really know who your friends are until someone close to you betrays you.,Personalization
It's impossible for me to trust anyone anymore; they are all out to get me in some way or another.,Fortune-telling
It's difficult for me to trust others because I believe everyone has ulterior motives and wants to take advantage of me in some way.,Fortune-telling
"The way you are talking about your mental health makes me feel like you're trying to make yourself sound worse off than you actually are, which can be seen as manipulative behavior.",Fortune-telling
"My life has been nothing but misery and pain. Every time something good happens, something bad follows immediately after. It feels like there's no escape from the cycle of suffering.",Fortune-telling
It's hard to focus on anything else when all I think about are these negative thoughts that keep coming back.,Fortune-telling
"My boss always seems to be angry at me even though I know I am doing everything right. He never compliments me or shows any appreciation for my work. It feels like no matter how hard I try, I just can't make him happy.",Fortune-telling
I can't believe how much better everyone else seems to be doing than me; they all seem so happy while I struggle every day.,Fortune-telling
I can never make anyone happy so why even try? It's easier to keep myself isolated than deal with other people's expectations.,Fortune-telling
"When someone tells me they love me, I immediately assume that they are lying or don't really mean it. This makes me feel hurt and angry, but also confused and unsure of what to believe.",Fortune-telling
"When people say something negative about me, I immediately think they must be talking about me behind my back too. It makes me paranoid and anxious all the time. Even though I know it's irrational, I can't help but believe them.",Fortune-telling
"If you are going through a hard time, people won't understand your pain. They just want to hear happy stories all the time. It feels like nobody wants to listen when things aren't perfect in their lives.",Fortune-telling
I always feel anxious when I don't hear from someone after some time. It makes me think they are angry at me or upset with me.,Fortune-telling
Sometimes I feel like I can never escape my past no matter how hard I try. It feels like there's a dark cloud over my head all the time.,Fortune-telling
My mind is constantly racing and thinking about how much worse things could get if I don't do this or that. It feels like there are always these looming threats in the back of my head.,Fortune-telling
I don't want to go out tonight because I feel like everyone is looking at me and judging me for being different than they are.,Fortune-telling
The reason why I don't want to go out is because I think people are judging me all the time. It makes me so anxious that I can't even leave my house sometimes.,Fortune-telling
"I can never make anyone happy. No matter how hard I try, people always leave me. It's hopeless.",Fortune-telling
"My friend didn't invite me to her party last night, which makes me think she doesn't like me anymore.",Fortune-telling
My boss always criticizes me even though I work hard every day. He must have something against me.,Fortune-telling
"I don't want to be seen as weak or needy by others, so I try to hide any signs of vulnerability.",Fortune-telling
"When someone compliments me, I immediately think about how much weight I have gained since then.",Fortune-telling
"The more I try to help myself, the worse things seem to become.",Fortune-telling
My life has been so difficult that I can't imagine ever being able to enjoy myself again.,Fortune-telling
"My mind keeps telling me that everything will turn out bad in the end, so why even try?",Fortune-telling
