Distorted part,Dominant Distortion
"I always tell people they shouldn't worry about their weight too much, but then again, I do worry about mine. It's like I'm telling them one thing while doing another. I try to eat healthy foods, but sometimes I just crave junk food and give in. Then I feel guilty afterwards, knowing I told other people not to worry about their weight, yet here I am struggling with it myself.",Should statements
"The world seems so harsh and unforgiving, everything feels like a challenge, every little thing can be overwhelming, even when it shouldn't be.",Should statements
"My mind always goes back to that one thing that happened in high school. It's been years since then, yet I can't let go of those feelings.",Should statements
"The world seems to be against me, everything bad happens when I'm around, and people seem to dislike me for no reason. It feels like everyone hates me.",Should statements
"It seems like everyone else has their lives together except for me. It feels like I'm always struggling to catch up, and I'm constantly feeling behind in everything.",Should statements
"It's not like I don't want to be successful or anything, but sometimes when I see others around me succeeding faster than I am, I get really down on myself because I think there must be something wrong with me for not being able to keep up.",Should statements
"I can't believe how much weight I gained during quarantine. It feels like everything I worked so hard for has gone to waste. I want to lose the weight again, but I just can't seem to get motivated enough to start exercising regularly.",Should statements
"i am so tired of feeling like this all the time. i wish people could see how much pain i'm in every day. i try to be positive and happy around others, but sometimes it feels impossible to keep up the facade.",Should statements
"It's like when you see something on TV or read about it in a book, and then suddenly everything around you seems to be exactly what you were thinking about.",Should statements
"I am really bad at making friends, I can't seem to find common ground with anyone, even though I try really hard. It feels like everyone else has something special about them that makes others want to be around them, while I struggle to make connections.",Should statements
"Sometimes when I am around others who seem happy all the time, I get really anxious because I think they will judge me for being sad or upset about something.",Should statements
"I can never make up my mind on decisions, I always second guess everything that I say and do, I end up regretting every decision I make.",Should statements
"The way people perceive me has always been important to me, even more than what I think about myself. It seems like every time someone gives me negative feedback, I take it personally and let it affect how I see myself. This makes me worry constantly about what others might say or think about me, which leads me to try too hard to please everyone around me.",Should statements
"The way I see it, there’s always something wrong with me. It doesn’t matter how much effort I put into fixing it, I’ll never be able to overcome it completely. This makes me feel like I’m doomed to fail at everything I try.",Should statements
The way I see myself is very different than how others perceive me. I often think that I am weak and incapable when in reality I am strong and capable. This leads me to constantly doubt myself and my abilities which can lead to anxiety and depression.,Should statements
"The world seems so dark and bleak, everything feels hopeless, there’s no point in trying anything because it won’t work out anyway, why even try? It’s all going downhill, and I can’t see any light at the end of this tunnel.",Should statements
"My parents always told me they loved me, but then one day they said something that made me doubt their love for me. Now every time we talk or see each other, all I can think about is if they still love me or not.",All-or-nothing thinking
"When people say they are going through tough times, I immediately think about all the things I have lost in life. It makes me feel like I am never happy because there is always something missing.",All-or-nothing thinking
"I always assume the worst case scenario when something goes wrong. For example, if I lose my phone, I immediately jump to thoughts of being stranded somewhere or having all my personal information stolen. When someone doesn't answer their phone, I automatically think they are dead or in danger. Even though these things rarely happen, I still can't help but worry excessively.",All-or-nothing thinking
"When I see someone who has more than me or better than me, I immediately compare myself to them and start feeling bad about myself. It's hard for me to be content with what I have and always want something else.",All-or-nothing thinking
"When I was younger, I used to think about all the terrible things that could happen to me. Now, every time something goes wrong, I immediately jump to the worst possible conclusion. For example, when my phone fell into water, instead of assuming it might still work after drying, I assumed it would never turn back on again. This has caused me a lot of anxiety and distress.",All-or-nothing thinking
"When I am around people who are nice to me, I immediately think something negative about them. It's like I can't accept their kindness without finding fault in them. Even though I know these thoughts are irrational, I still can't shake them.",All-or-nothing thinking
The world is against me. Everywhere I go something bad happens. It’s always raining when I leave the house or there are traffic jams everywhere. Nothing ever goes right for me.,All-or-nothing thinking
"It feels like everyone hates me, even though there are people who care for me deeply, and I don't know why I feel this way. It's hard to believe in love when you feel unlovable.",All-or-nothing thinking
"If you are going through something tough, people might say things like “It could have been worse” or “At least you didn’t lose everything.” These comments may seem harmless, but they actually minimize your pain and make you feel guilty about being upset. It feels like no one understands what you're going through because they haven't experienced it themselves.",All-or-nothing thinking
"When I am around people who seem to care about me, I always think they secretly dislike me. When someone compliments me, I immediately assume they must be joking or trying to manipulate me. Even though I know these thoughts aren't true, I can't shake them off. It feels like there's a<|im_start|> filter over my eyes, making me see the world through a negative lens.",All-or-nothing thinking
"When I try to talk about how I am feeling, people tell me to stop being negative and<|im_start|>, which makes me think that maybe I'm overreacting and that I shouldn't express myself because no one wants to hear it.",All-or-nothing thinking
"When I was younger, I used to think that people who were successful had everything figured out. Now that I am older, I realize that they are no different than anyone else; they still struggle with their own mental filters and negative thoughts.",All-or-nothing thinking
"The world is against me. Everytime something good happens, something bad follows right after. I always seem to lose out on opportunities that could change my life. I never win anything. I don’t know why I even bother trying anymore.",All-or-nothing thinking
I can never make up my mind when it comes to making decisions. It takes me so long to decide something simple like what to eat or wear. This causes me stress and anxiety.,All-or-nothing thinking
"When I see others succeeding in life, whether it's their career, family, or personal achievements, I feel envious and resentful towards them because I believe that they have something special that I donm't possess. This makes me feel inferior and unworthy, which leads to negative self-talk and low self-esteem.",All-or-nothing thinking
It feels like everything around me is changing so fast and there are no constants left in life anymore.,All-or-nothing thinking
"When people say things about me that I don't like, I immediately assume they must think negatively about me all the time. This makes me very sensitive to criticism and I often take offense where none was intended.",All-or-nothing thinking
It feels like she doesn't want anything to do with me now because I hurt her so much.,All-or-nothing thinking
"The more I try to forget her, the more I remember her. It's like my mind has become a prison where all I do is recall memories of her. Every time I see something related to her, I feel like I'm being stabbed by a thousand knives.",All-or-nothing thinking
"It's so frustrating when you know what you want to say or how to express yourself, but can't find the right words at all. It feels like being stuck in quicksand, unable to move forward or backward.",All-or-nothing thinking
The world is against us. Everywhere you look there are people who want to take advantage of others. It's so frustrating that everyone wants something from you.,All-or-nothing thinking
The world is against me today. Nothing goes right. It's always something.,All-or-nothing thinking
The world seems to be against us right now. We are constantly being judged by others for who we are or what we do.,All-or-nothing thinking
"The more I try to forget him, the more he comes back into my mind. It's frustrating!",All-or-nothing thinking
"The more I try to make friends, the more they push me away. It feels like no one wants to be around me. Even though I’ve tried talking to them and being nice, they still seem to avoid me.",All-or-nothing thinking
"When I am feeling down, I tend to think that everyone else has it better than me. It seems like all my friends are happy and successful while I struggle to keep up. This makes me feel even more miserable because I believe that no one understands what I'm going through.",All-or-nothing thinking
"The moment something goes wrong, my mind immediately jumps to catastrophic conclusions, like everything will be ruined forever, even if it's just a small mistake.",All-or-nothing thinking
"I can't trust anyone because they always let me down. Even when someone tries to help me, I assume they must have ulterior motives. I never ask for help because I fear being rejected again. My mind constantly tells me that no one cares about me, so why should I care about others?",All-or-nothing thinking
"When people say something nice to me, I immediately assume there must be some hidden agenda behind their words, because no one has ever been genuinely kind to me before.",All-or-nothing thinking
"The world seems so dark and bleak when I am feeling down. It feels like there is no hope left and everything around me is negative. Even though I know this isn't true, it's hard to break free from these thoughts.",All-or-nothing thinking
My boss always criticizes everything I do. He never compliments any work I do. It feels like nothing I ever do is right. I feel like giving up because I think there's no point trying if I'm going to be criticized anyway.,All-or-nothing thinking
"The more people tell me how great my work is, the less confident I feel about myself. They say it's because I don't believe them, but I think it's something else entirely.",All-or-nothing thinking
"When I am feeling down, I tend to think that no one cares about me. Even though I know this isn't true, I can't shake off these thoughts. It feels like everyone around me has their own lives and problems, so they don't have time for mine.",All-or-nothing thinking
"When I think about how much I've accomplished over the years, I can't help but feel proud of myself. But sometimes, I also wonder if I'm being arrogant by thinking too highly of myself.",All-or-nothing thinking
My boss always tells me that I don't do enough work even though I put in long hours every week. It makes me think that I'll never be good at anything because I'm just not smart or capable enough.,All-or-nothing thinking
"When I try to talk to people, I always end up thinking that no one really cares about what I say. It doesn't matter whether I am talking to someone who has known me for years or someone new, I still believe that nobody truly listens to me. Even though there are times where people tell me that they appreciate hearing what I have to say, I never fully believe them because I assume they are lying or being polite.",All-or-nothing thinking
"My life used to be so simple and carefree, but then my parents got divorced when I was ten, and since then, every day seems like a struggle. It's hard for me to enjoy anything because all I can focus on is how much better my life would be if they were still together.",All-or-nothing thinking
"When I try to talk to others about how I feel, I get shut down because no one wants to hear about my problems. It's frustrating because I don't know who I can turn to anymore.",All-or-nothing thinking
It feels like she doesn't want anything to do with me anymore.,All-or-nothing thinking
"When I am around my friends, I feel so much pressure to always make sure everything is perfect and everyone is happy all the time. If something goes wrong, I blame myself and assume that no one likes me anymore.",All-or-nothing thinking
"My mind is constantly racing, thinking about every little detail, making sure I don't forget something. This causes me to be overwhelmed by the amount of information I take in daily. I end up procrastinating on tasks due to this overwhelming feeling.",All-or-nothing thinking
"The world seems so dark and bleak right now. Everywhere I look there's nothing but pain and suffering. Even when I try to find happiness, it always slips away. I wish I could escape this reality and never come back.",All-or-nothing thinking
The world seems so much darker when you can't see the light at the end of the tunnel.,All-or-nothing thinking
"It's frustrating that I always seem to be stuck between two extremes - either everything seems great or nothing matters at all. There doesn't appear to be any middle ground, which makes life difficult to navigate sometimes.",All-or-nothing thinking
The way you talk about your ex makes me wonder if you still harbor feelings for them or if you're just trying to make yourself feel better by talking negatively about them.,All-or-nothing thinking
"The world seems so dark and bleak now, everything feels hopeless and there's no way out.",All-or-nothing thinking
"The world seems to be against me. Every time something goes wrong, I think about all the things that could have gone right instead. For example, when I was late for work today, I thought about how much easier life would be if I had woken up earlier. If only I hadn't hit snooze five times! Or if I didn't spend so much time scrolling through social media before bed last night. It feels like every little thing adds up to make my day worse than it needs to be.",All-or-nothing thinking
The world seems to be against me; everything bad happens to me all at once. It's like the universe has conspired to make sure I am miserable.,All-or-nothing thinking
"My mind always goes back to past mistakes and failures. It feels like no matter how hard I try, I will never succeed. Every time I make progress, something happens to set me back again. I am constantly haunted by these thoughts and memories, making it difficult for me to move forward and focus on the present moment.",All-or-nothing thinking
"The more I try to control my thoughts, the more they seem to spiral out of control.",All-or-nothing thinking
