Distorted part,Dominant Distortion
"I always think about what others are saying behind my back. It's like they have something against me. Even if someone compliments me, I immediately assume there must be a hidden motive.",Magnification
"The world seems so dark and bleak right now. It feels like there's nothing left for me here. Everywhere I go, people seem to judge me or make fun of me behind my back. I don't know how much more of this I can take before I just give up completely.",Magnification
"I'm sure you are exaggerating your feelings. You must be imagining these thoughts. It doesn't make sense why someone would think such negative thoughts about themselves. There's no way you could be that unhappy.

The above text contains four instances of the Magnification cognitive distortion:

1. ""It seems like I can’t do anything about it.""
2. ""it grew up with me, that resulted me having social anxiety,""
3. ""all it takes is few hurtful words, or seeing another person crying and I will instantly cry even if I don’t know who is that person,""
4. ""when I am angry I cry, when I am happy I cry, when I am",Magnification
"The more I try to control my thoughts, the more they spin out of control. It feels like there are two versions of me:<|im_start|> and undeployed. One version is always trying to be perfect while the other is just giving up and letting everything fall apart.",Magnification
i feel like my life is so hard and no one understands what im going thru. everything seems so overwhelming and difficult. i think everyone else has it easier than me.,Magnification
"The way she looks at other guys makes me so uncomfortable, even though I know she wouldn't cheat on me. But every time she talks to another guy, I start imagining all sorts of things and it drives me crazy.",Magnification
"The way people look at me makes me feel like I’m being judged, especially when I’m trying to order food in restaurants. It feels like every single person there is looking at me and making fun of how big I am.",Magnification
"I am always afraid that people don't really care about me or love me. Even when someone shows me kindness or affection, I can't shake this feeling that they secretly dislike me or just tolerate me because they pity me.",Magnification
It seems like everyone else can handle their emotions better than I can. It must mean there is something wrong with me. Maybe if I could control my feelings more then things wouldn't always go wrong for me.,Labeling
The world hates me because I'm different than everyone else. They don't understand that I have feelings too.,Labeling
"It seems like my mind has become fragmented into pieces, each piece representing a different part of who I was before this happened. It feels like there are multiple versions of myself living in one body.",Labeling
The way people talk about their mental health issues makes them sound weak and pathetic. It's just another thing they can use against you when you are vulnerable. They say they care but then they judge you for your struggles. This makes me feel like I shouldn't share anything about myself with anyone.,Labeling
"My boss never appreciates anything I do for her. She doesn't even notice when I stay late or come in early. It feels like she takes advantage of me, and I can't stand working under someone who doesn't value my efforts.",Labeling
"My mind is always racing, thinking about all these negative things like how much I hate myself or how terrible I am at everything. It's hard for me to focus on anything else because those thoughts just keep coming back.",Labeling
It's just easier to keep everything bottled up inside than to face all these fears.,Labeling
My therapist told me that I have anxiety disorder. But she also said that I need to stop being so hard on myself all the time.,Labeling
"The thing that makes me feel most guilty is how much I care about others, yet I can’t seem to get over my past mistakes. I know they were wrong, but I still find myself dwelling on them, feeling ashamed and unable to forgive myself. This guilt consumes me, making it hard for me to move forward and enjoy the present moment.",Labeling
It's just too much work to be nice all the time. People don't appreciate you anyway. So why bother?,Labeling
"Sometimes when I see someone who looks happy, I can’t believe how fake their smile seems. It makes me wonder if there’s some secret they know that I don’t, making them so much happier than me.",Labeling
"The more I try to control things around me, the less control I seem to have over anything. This makes me feel helpless and frustrated.",Labeling
My boss always gives me more tasks than anyone else on the team even though we all have the same job description. It makes me feel like he doesn't trust me or think I can handle anything important.,Labeling
It seems like everyone else can handle their emotions better than me; they seem more in control while I am overwhelmed by my feelings.,Labeling
The world hates me. It's so unfair! Why do bad things happen to good people?,Labeling
The way she talks about me makes me think she hates me. She never tells me anything nice or compliments me anymore. It feels like she doesn't love me at all.,Labeling
"The way she talks makes me think she doesn't care about anything at all. She never asks how I'm doing, even though we're supposed to be best friends. It must mean that I'm unimportant to her, right?",Labeling
"The labeling cognitive distortion occurs when someone takes one negative aspect of themselves and applies it to their entire identity. This type of thinking often leads to feelings of shame, guilt, and low self-esteem.",Labeling
"I know what you're thinking: 'Oh great! Another one of those people who thinks they can do everything.' But let me tell you this - I really believe I can do anything if I put my mind to it. And yes, sometimes I get carried away by my own ambition and expectations, which leads me to feel overwhelmed at times.",Labeling
"My life has become so unbearable because I can never seem to be good enough for anyone. It feels like no matter how hard I try, I will always fall short in some way.",Labeling
My boss thinks that I am lazy because I don't work overtime like others do.,Labeling
My boss always seems to pick on me for no reason at all. It's like she has it in for me or something.,Labeling
I've always felt like I was inadequate and unworthy of love or success. It's like I'm constantly waiting for the other shoe to drop.,Labeling
"The way he talks to his friends is completely different than when hes around me. He seems more confident and outgoing, but then when we are alone together hes quiet and distant. It must mean hes hiding something or maybe even lying to me.",Labeling
It's hard when you are always being judged by others. It feels like everyone has their own opinion on everything I say or do.,Labeling
"My life is going nowhere. I can't seem to hold down a job for more than six months at most. Every time I start making progress, I end up getting fired or quitting due to some issue. I know I need help but I am too afraid to ask anyone for it.",Labeling
"He's so stubborn; he just won't listen or change. It's like talking to a wall sometimes. If he would just open his eyes and see things from another point of view, we could get along better.",Labeling
My mind constantly tells me that I'm unworthy of love or happiness because of past mistakes. No one could ever accept someone who has made so many errors.,Labeling
The thing that makes me most anxious is how much I worry about everything all the time.,Labeling
I can never get anything right. Everything I try to do ends up being a failure.,Labeling
My life has been such a mess lately; I must have some kind of personality disorder.,Labeling
The way she talks about her past relationships makes me feel like she's trying to make herself look better than others.,Labeling
"I always think about how much better my life could have been if I hadn't made certain decisions. It feels like every decision I make leads to more problems, and I end up feeling trapped and helpless.",Labeling
I can't believe that he would say such things to me after everything we've been through together. It feels like he doesn't care about our relationship or how much pain he's causing me by saying those words.,Labeling
"My mind has been clouded over with negative thoughts lately; they seem to come at any given moment without warning or reason. They make me feel like I'm trapped in a dark room, unable to escape the overwhelming sense of despair and hopelessness.",Labeling
The way you talk makes me feel like I'm invisible. It feels like no one cares what I say or how I feel.,Labeling
"My life has been nothing but misery since she left me. It feels like everything that happens around me is negative. Even when good things happen, they seem tainted by her absence.",Labeling
My life has been one long string of failures. Even my successes seem like they're just accidents or luck.,Labeling
"My intelligence is so high that people cannot comprehend it, which leads them to label me as arrogant.",Labeling
My boss always seems to pick on me for no reason at all. It must be something about me that he doesn't like.,Labeling
"I feel like I've lost control of myself. It feels like there are two versions of me:<|im_start|> and undeployed. When I try to be deployed, I fail miserably. But when I let go and just be depolyed, things seem to work out much better.",Labeling
"I have been struggling for years now because I can never seem to get anything right. It feels like no matter how hard I try or what I do, everything just goes wrong. This makes me feel like I am cursed or that I am destined to fail at everything.",Labeling
My life has become so unbearable that I can't stand myself anymore.,Labeling
"It's hard for me to trust people when they say something nice or positive about me, because I always assume there must be some hidden agenda behind their words.",Labeling
"I'm not saying I'm perfect, nor am I claiming to be infallible. But I also believe in my own abilities and skills, so why should I doubt myself?",Labeling
"When people don't talk to me or include me in their plans, I think there must be something really wrong with me. It makes me feel like I'm unlovable and undeserving of friendship.",Labeling
"The more I try to control myself, the less I can do so. It feels like I'm trapped inside my own mind, unable to escape or break free. This feeling has become overwhelming at times, making me want to give up on everything.",Labeling
"My life has become monotonous and predictable, which leads me to believe that I must be uninteresting and unexciting. My friends are always telling me how much fun we had last night, but I can never remember having such a good time. It seems like everyone else is living their lives while I'm stuck in this rut.",Labeling
"The way I see things, people are either good or bad, there is no middle ground. This makes it hard for me to trust anyone completely.",Labeling
"The world seems to be against me all the time. Everywhere I go, things seem to happen to me that are bad luck. If there were a contest for unluckiness, I would win hands down. I can’t catch a break.",Labeling
"The way you talk about your past experiences, it seems like you're labeling yourself as someone who can never change or improve. It's true that some habits may take longer to break than others, but don't let those failures define you entirely. Remember that everyone has room for growth and improvement, including you!",Labeling
My friend is just too negative all the time. She complains about everything and nothing ever makes her happy. I don't know why she can't see the good side of things or be more positive.,Labeling
The way she talks about her past experiences makes me think that she has never been hurt before. She seems too naive for her age.,Labeling
"The way you talk makes me feel like I am stupid or something, and I can't stand being around you anymore.",Labeling
"The world seems to be against me, everything bad happens to me, and everyone around me are all liars. It feels like I am being punished by some higher power for something I did in another lifetime. My thoughts are negative and dark, and I can never see anything good coming my way. Even though I know this is not true, I still believe it deep down.",Labeling
The reason why I can't seem to find happiness or joy in life anymore is because I am constantly comparing myself to others around me. This makes me feel inferior and unworthy of anything good happening to me.,Labeling
"The world seems so unfair sometimes, especially when you see people getting away with things that are wrong while others suffer the consequences. It's hard to stay positive in such situations.",Labeling
My friend always tells me that I should be more confident but I don't think he understands how hard it is for me to feel good about myself when everyone around me seems to be doing better or at least pretending they are. It feels like I'm constantly being judged by others and I just want to fit in somewhere.,Labeling
"My life has been one long string of failures, no matter what i do or try to achieve, something always goes wrong.",Labeling
The way he talks makes me want to scream at him but then I realize how ridiculous that would be because he doesn't even know what he's saying half the time.,Labeling
"My life has been one big mistake after another. It feels like everything I touch turns into dust. My relationships never last long, my job performance isn't good, and even my hobbies seem to fail. I can't help but think that maybe I am just destined for misery and failure.",Labeling
The way he talks makes me want to scream sometimes. He always has to one-up everyone in every situation and it’s so annoying.,Labeling
"My life is just a series of failures. Every time I try to start fresh, I end up making mistakes or falling back into old habits. I am never able to break free from these patterns.",Labeling
I don't understand why people are so mean to me. I never meant any harm towards anyone. I just want to make everyone happy. Maybe they think I'm weird or different than them. But I don't see what's wrong with being unique.,Labeling
The way I think about everything around me has changed drastically over time. It feels like I'm living in a different dimension where everything seems so unrealistic and surreal. I often find myself questioning reality itself.,Labeling
It's hard for me to trust people because they always let me down. It feels like everyone has their own agenda and no one really cares about my needs or wants.,Labeling
It's hard to trust people when you always assume they will betray you.,Labeling
I can't stand people who don't know how to behave properly or those who think they're better than others.,Labeling
It seems like everyone around me has their own agenda and they are always trying to take advantage of me in some way.,Labeling
"When I am around others, I feel like they can see right through me and know what I'm thinking. This makes me uncomfortable and anxious, especially since I worry about being judged for who I truly am.",Labeling
I feel like my life has no purpose or meaning and that I'll never be able to achieve anything worthwhile in this world.,Labeling
"The way he talks makes him sound like such a loser, even though he's actually quite successful.",Labeling
"The first thing I noticed about him was his eyes; they were so deep and soulful. But then he said something really stupid, and I couldn't stop laughing. He got angry and stormed away, leaving me wondering if I should apologize or let it slide.",Labeling
"It's always been this way, and it will probably stay that way forever.",Labeling
"My boss always tells me that I don't have enough experience for this job, which makes me feel like I can never succeed.",Labeling
My friend always seems to get what she wants when she asks for help or advice. It's like there's some kind of magic spell she casts over people. She never has to ask twice; everything just falls into place for her.,Personalization
"My therapist tells me that I need to stop being so hard on myself, but I can't help feeling like I'll never be good enough.",Personalization
"I'm just too hard on myself. It feels like no matter how much effort I put into something, I'll never measure up to others. Even when I try to take care of myself, I end up criticizing every little thing I do. I wish I could learn to accept myself and give myself some credit for all the things I accomplish.",Personalization
"The other day, I found myself feeling extremely anxious after seeing someone who reminded me of a past trauma. It's been years since then, yet every time I see someone who looks like him, I feel scared and overwhelmed. This makes me feel weak and stupid because I know rationally there's nothing to fear, but emotionally, I just can't shake off these feelings.",Personalization
I feel like everyone hates me because they are mean to me.,Personalization
It's hard for me to trust people who don't show any interest in getting to know me beyond what I present to them at first glance.,Personalization
It seems like everyone else can handle their emotions better than I can.,Personalization
It's hard for me to make new friends or even maintain old ones because I always assume they will eventually leave me anyway. This makes me feel very lonely and isolated.,Personalization
The world would be better off without people like me.,Personalization
"The more you try to help someone who doesn't want your help, the more frustrated you become when they don't accept or appreciate what you offer.",Personalization
It's hard to believe how many people don't understand what they're doing wrong when they make mistakes. It's like they think they can get away with anything.,Personalization
"The reason why I don't talk about my feelings or express them is because if I did, people would judge me and think less of me. It's better to keep everything bottled up inside so no one knows how I truly feel.",Personalization
"The other night, I had dinner at my friend's house and she served us some delicious food. She told me she made everything herself, which impressed me even more. But I couldn't help thinking that if I were to make such elaborate meals, people might judge me or say I'm trying too hard.",Personalization
"My friend told me about how she had been sexually assaulted by someone in our group. She said she didn't feel safe around him anymore. It made me really sad for her but at the same time, I felt like there must be something wrong with me since I never experienced anything like that before.",Personalization
It's hard when you are always trying to please everyone but yourself. It feels like your own needs don't matter at all.,Personalization
The world is against me; everything always goes wrong when I try something new or different.,Personalization
"It's just that when something goes wrong or doesn't go according to plan, I immediately assume that it must be because of some mistake I made.",Personalization
"He thinks he's perfect and never makes mistakes, even when he clearly has. He also believes that others think highly of him, which isn't true at all.",Personalization
"I feel guilty about my friend's breakup. It wasn't my fault, but I still blame myself for their problems. They were together for years before they broke up, and I know it had nothing to do with me, but I just can't shake this guilt.",Personalization
It's hard to believe that people are genuinely nice when they help you without expecting anything back. It feels too good to be true and makes me think that there must be some hidden agenda behind their actions.,Personalization
"The more I try to help him, the more he seems to push away. It feels like there's nothing I can do right. He doesn't appreciate what I'm doing for him. Maybe I should just give up trying to help him because it's causing me too much pain.",Personalization
"I am convinced that everyone hates me. It feels like every time I try to make new friends, something goes wrong and I end up losing them all over again.",Personalization
The world would be better off without me in it because I am such a burden to everyone around me.,Personalization
I think he has some sort of personal vendetta against me and is trying to make my life miserable by making up lies about me and spreading them around town.,Personalization
My boss thinks I'm lazy even when I work hard.,Personalization
"My friend said something mean to me today, and now I'm feeling really down on myself. It must be because I did something wrong or made them upset, otherwise why would they say such things?",Personalization
"It seems like everyone else has their lives together except for me. My friends are getting married, having kids, buying houses, while I still live at home, work part time, and struggle to make ends meet.",Personalization
"The way I see things, if you can't be perfect in every aspect then you're worthless. If I make even the smallest mistake, I immediately think that I've failed at everything. I try so hard to please others, but I never seem to succeed. I always end up feeling like I'm letting them down.",Personalization
"It's hard when people say they love me, but then they treat me poorly. They make me feel unworthy of their love.",Personalization
I feel like everyone else has their lives together while mine is falling apart. It's hard to see others succeeding when you can barely keep your head above water.,Personalization
"I've been feeling really down lately and I don't know why. It feels like there's something missing or holding me back, but I can't quite figure out what it is. I keep telling myself that I need to just snap out of it and move on, but it seems impossible right now. I wish I could just let go of these negative thoughts and feelings, but they're constantly weighing me down.",Personalization
"It feels like everyone else has their lives together while mine is falling apart, and they are all judging me behind my back.",Personalization
I have a hard time trusting people because they hurt me before.,Personalization
My therapist told me that I have anxiety disorder. But sometimes I wonder if its just me being paranoid or overthinking about something.,Personalization
I don't know why people are always talking about how great they are at their jobs when they clearly aren't doing anything special.,Personalization
I don't know what's going on here but I feel like everyone hates me.,Personalization
"When I was younger, I used to think that if I wasn't perfect at something, then there must be something wrong with me.",Personalization
"When people say they don't understand me, I think that means they must be stupid or something... Why do they have trouble understanding me when I try so hard to explain myself clearly?",Personalization
"It's hard when you don't know how to handle your emotions, especially if they're negative ones. It can make you feel isolated and alone.",Personalization
"I always think about how much better things would be if I were more outgoing. It's frustrating because I want to make new friends, but I struggle to initiate conversations and often come across as awkward.",Personalization
"My mind is always racing, thinking about all sorts of negative thoughts. My brain never stops, even when I try to sleep at night. This constant worry keeps me awake and makes me feel like I'm going crazy.",Personalization
"The way you are talking about your friend makes me think that you don't really know them at all. You seem to be basing everything on what they say or how they act when they are around you, rather than taking into account their whole personality and experiences.",Personalization
"It's always been this way, but now that I have more responsibilities, I don't know how much longer I can keep up appearances.",Personalization
"My life is just one disaster after another. It seems like no matter how much effort I put into something, it never works out. I can't help but feel like there must be some kind of curse on me or something.",Personalization
"The more I try to be perfect, the more I fail. It's frustrating because I know what I should do, but I just cant seem to make it happen consistently. I think this is why I get so frustrated with myself - I see how much potential I have, but I keep falling short.",Personalization
"The more I try to control my emotions, the worse things become. It feels like I am constantly on edge, waiting for the other shoe to drop. My mind races with negative thoughts, and I find myself feeling overwhelmed by even the smallest tasks.",Personalization
"The more I try to control these negative feelings, the stronger they become. It's like trying to hold onto sand - the harder you squeeze, the faster it slips through your fingers.",Personalization
"The problem is, I can't seem to shake off this feeling of guilt whenever I make mistakes or fail at anything. This constant self-criticism is taking its toll on me emotionally and mentally.",Personalization
"My life has been perfect up until this point, yet I feel like everything is falling apart. It's like I've lost control over every aspect of my existence.",Personalization
It's hard for me to trust people who have hurt me before. It's like they are always trying to take advantage of my vulnerability.,Personalization
The world seems to be against me; everything that happens is always negative.,Personalization
My boss seems to be out of touch with reality.,Personalization
The world would be so much easier if everyone just did what I wanted them to do.,Personalization
It's hard for me to believe anyone when they say nice things about me. It feels like everyone else is just trying to manipulate me or get something out of me.,Personalization
The way he talks to me makes me think that he doesn't care about me at all. He never tells me how much he loves me anymore. It hurts me deeply.,Personalization
"My mind is constantly racing, thinking about everything I've done wrong in life. It feels like there are too many things to fix, and I don't know where to start. I must be doing something very wrong if I can't find peace.",Personalization
"I can't believe how much I have changed since high school. It feels like I used to be more confident and outgoing, but now I'm constantly second guessing myself and feeling unsure about what people think of me.",Personalization
"The way she talks about herself, you'd think she's perfect. But then again, maybe there's something wrong with me that I don't see how great she really is.",Personalization
It's frustrating when people don't understand how much effort you put into something. It feels like your work isn't appreciated or valued.,Personalization
"I feel like I've been living under a rock all these years, never having any real relationships or friendships. It feels like everyone else knows how to navigate life better than I do, and I don't know why I struggle so much.",Personalization
"It seems like every time I try to make new friends, they end up leaving me for someone else. It must mean there's something fundamentally flawed about me.",Personalization
It's been so long since I last felt happy or contented. It feels like something is wrong with me. Maybe I am just broken beyond repair.,Personalization
"Sometimes when people say something nice about me, I think they are lying or exaggerating. It's like I can never believe anything good about myself.",Personalization
"It's hard when you have no friends or family around you. You start thinking that maybe there's something wrong with you, which leads to personalizing everything.",Personalization
"It's like I can never get anything right; no matter how hard I try or what I say, something always goes wrong. It feels like everything is against me.",Personalization
My boss thinks I'm lazy even though I work hard every day.,Personalization
My boss always seems to be looking for ways to make things more complicated than necessary.,Personalization
"The more I try to understand why people do what they do, the less sense anything makes. It's like everyone else is speaking a different language or living in a parallel universe. I don't fit anywhere. I must be broken.",Personalization
I am constantly comparing myself to others. It feels like there are two versions of me:<|im_start|> one who thinks she's doing great and another who knows she's failing. This constant battle between these two sides makes me feel exhausted and frustrated.,Personalization
"It seems like every time I try to make friends, they end up leaving me. Maybe there's something inherently wrong with me that pushes people away.",Personalization
It seems like everyone else in the world knows what they want except me. It's frustrating!,Personalization
It's hard for me to believe that anyone could love me when I see how much pain I cause others. It seems impossible for someone to accept me for who I am.,Personalization
My life has no purpose. It's like I'm stuck in this endless cycle of misery and despair.,Personalization
My friend's successes are making me feel inferior. It seems like he can do no wrong while I struggle with every little thing.,Personalization
"My thoughts are constantly racing, and I can't focus on anything else. It feels like there's no escape from these negative thoughts. They consume every aspect of my life, leaving me feeling overwhelmed and helpless.",Personalization
"My friend said something mean about someone else behind their back, and I joined in. It made me feel bad afterwards, but I didn't say anything at the time. Now I feel guilty and wonder why I couldn't stand up for what's right. Maybe there's something fundamentally flawed about me.",Personalization
The world revolves around me. Everyone else's needs come second to mine.,Personalization
My boss always seems to pick on me when there's a problem at work. It must mean that I'm just really bad at what I do.,Personalization
I don't know why I keep making these mistakes over and over again; I must have some kind of mental block or something.,Personalization
It's like I don't know what's real anymore.,Personalization
It's hard for me to trust others because I always assume that everyone will eventually hurt me just like past relationships did.,Personalization
"The more I try to be positive, the more negative things seem to come into my life. It feels like every time I make progress towards something good, something bad happens right after or during. This has happened too many times now, and I can't help but think that maybe I am cursed or jinxed.",Personalization
"The world seems darker than usual today. It's almost as though something has changed or shifted, but I can't quite put my finger on what it is.",Personalization
It's hard for me to trust people who seem too perfect or always happy because I think there must be something wrong with them.,Personalization
The problem is that I feel like I have no control over what happens next. It seems like there's nothing I can do to change anything.,Personalization
My mind constantly tells me that I am unworthy of love or success because of past mistakes. It feels like a never ending cycle of self-doubt and fear.,Personalization
My boss thinks I'm lazy even though I always finish all my tasks on time.,Personalization
"The more I try to do something about this situation, the worse things seem to become.",Fortune-telling
My life has been nothing but misery and pain so far that I don't think anything good can come out of it.,Fortune-telling
"My friend said she was busy today, but I think she just doesn't want to hang out with me anymore.",Fortune-telling
"If you think about it, there's no way we can win this game. We just don't have enough talent or skill to compete against these other teams.",Fortune-telling
The world seems so dark and bleak when you're constantly thinking about how everything will go wrong or something bad will happen.,Fortune-telling
"If you think about it, everything bad that happens to us is our fault somehow, even though we know deep down that isn't true.",Fortune-telling
"The more I try to understand what she wants, the less I feel like I know who I am anymore.",Fortune-telling
"The more people try to help me, the more I push them away, because I believe that they can't understand what I'm feeling.",Fortune-telling
"When I see someone who looks different than me, I immediately think that they must be judging me based on how I look. It makes me very anxious around them, especially if we end up talking.",Fortune-telling
It's difficult to trust people when you believe that everyone has ulterior motives.,Fortune-telling
"The more I try to understand what people are saying or doing, the less sense they make to me. It feels like everyone around me is speaking in code.",Fortune-telling
The world seems to be against me in every way possible.,Fortune-telling
"The more I try to help him, the more he pushes me away. It feels like everything I do is wrong.",Fortune-telling
My life seems so bleak right now. It feels like nothing good can come out of this situation.,Fortune-telling
I can't focus on anything because I keep thinking about what might happen next or how something could go wrong.,Fortune-telling
My mind keeps telling me that everything will go wrong if I don't do things perfectly.,Fortune-telling
"Sometimes when I see someone who looks like me, I feel like they know all my secrets and thoughts and I start to panic.",Fortune-telling
"My mind feels cloudy all the time, and I can't focus on anything. It's frustrating because I know what I need to do, but I can't make myself do it.",Fortune-telling
I always think something bad is going to happen. It's hard for me to enjoy myself without thinking about what could go wrong.,Fortune-telling
"The reason why I can’t go outside is that everytime I step foot in public places, I see myself being judged by others for who I am, which makes me want to hide away forever.",Fortune-telling
"My boss always seems to pick on me, but maybe she just doesn't like me because I'm different than everyone else.",Fortune-telling
"My friend said she didn't like my new dress because it was too revealing, so now I feel self-conscious about wearing it out in public.",Fortune-telling
"My anxiety has been getting worse over time, and now I'm convinced that something terrible is going to happen soon.",Fortune-telling
I can never do anything right. Everything I touch turns into disaster. My life is cursed. Everywhere I go people seem to dislike me. Even if I try to help them they still won't appreciate it. It feels like there's a dark cloud hanging above me all the time.,Fortune-telling
My mind plays tricks on me and makes me think that everyone hates me even though they don’t. It feels like there are invisible walls between us and I can’t break them down.,Fortune-telling
The world seems so dark and bleak right now. It feels like everything bad will happen to me all at once.,Fortune-telling
My mind keeps wandering off in different directions and I can't focus on anything. It feels like there are too many thoughts going through my head at once.,Fortune-telling
"My life has been so unpredictable lately, I can't even plan anything ahead without thinking about how everything could go wrong.",Fortune-telling
My mind is filled with thoughts of what could happen if I don't do something right away. It feels like everything is going wrong all the time. My life seems to be one disaster after another. Every day brings new challenges and difficulties. I often find myself feeling overwhelmed by these situations.,Fortune-telling
My mind keeps telling me that everything in life is going wrong and there's no way out.,Fortune-telling
"The worst part is when I try to make plans for the future, all I can see is darkness and despair. It feels like there’s no hope left for me.",Fortune-telling
"The world seems so bleak and hopeless right now. It feels like everything is against me and nothing will go my way. I can never seem to catch a break. Every time something good happens, something bad follows shortly after. I just want to give up sometimes because life doesn't seem worth living anymore.",Fortune-telling
I can't stop thinking about how much money I owe and what if I never pay it off? What if I end up in jail for not paying it off?,Fortune-telling
My thoughts are so negative all the time because I'm convinced that something bad is going to happen soon.,Fortune-telling
