Distorted part,Dominant Distortion
"If I don't receive a quick and easy method to learn a skill, I give up on acquiring the knowledge needed.",Magnification
"If I don't receive a shortcut to mastery in a subject, I despair of ever becoming proficient.",Magnification
"If I don't receive a brief and painless process to overcome challenges, I dread facing difficulties in life.",Magnification
"If I don't receive a smooth and effortless journey through life, I feel trapped and unable to move forward.",Magnification
"If I don't receive a seamless transition between phases of life, I fear change and resist growth opportunities.",Magnification
"If I don't receive a trouble-free existence, I am plagued by anxiety and self-doubt constantly.",Magnification
"If I don't receive a carefree and worry-free lifestyle, I live in perpetual fear and uncertainty.",Magnification
You are just lazy and don't want to do anything productive.,Labeling
He is such a jerk; he will never change his ways.,Labeling
She is so selfish; she doesn't care about anyone but herself.,Labeling
They are all idiots; they have no idea what they are talking about.,Labeling
This place is terrible; it has nothing good to offer.,Labeling
All people who disagree with me are stupid and ignorant.,Labeling
Everyone in this group hates me; I am unlikable.,Labeling
I am worthless; I will never amount to anything.,Labeling
Anything you say or do is wrong; I know better than you.,Labeling
No one cares about my feelings; everyone ignores me.,Labeling
My life is miserable; there is no hope for happiness.,Labeling
People around me are always trying to bring me down; I can't trust them.,Labeling
I am always being judged by others; I can't be myself.,Labeling
Life is unfair; everything bad happens to me.,Labeling
I am constantly being criticized; nobody appreciates me.,Labeling
I am never good enough; I will never measure up.,Labeling
I am always being rejected; I am unlovable.,Labeling
I am always being ignored; I am invisible.,Labeling
I am always being blamed; I am the scapegoat.,Labeling
I am always being taken advantage of; I am a pushover.,Labeling
I am always being misunderstood; I can't communicate effectively.,Labeling
I am always being treated unfairly; I am a victim.,Labeling
I am always being overlooked; I am insignificant.,Labeling
I am always being disrespected; I am inferior.,Labeling
I am always being mistreated; I am powerless.,Labeling
I am always being belittled; I am weak.,Labeling
I am always being underestimated; I am undervalued.,Labeling
I am always being dismissed; I am irrelevant.,Labeling
I am always being neglected; I am unwanted.,Labeling
I am always being forgotten; I am disposable.,Labeling
I am always being misjudged; I am maligned.,Labeling
I am always being stereotyped; I am typecast.,Labeling
I am always being labeled; I am categorized.,Labeling
I am always being marginalized; I am on the fringe.,Labeling
I am always being ostracized; I am excluded.,Labeling
I am always being alienated; I am isolated.,Labeling
I am always being shunned; I am outcast.,Labeling
I am always being stigmatized; I am marked.,Labeling
I am always being vilified; I am demonized.,Labeling
I am always being targeted; I am singled out.,Labeling
I am always being persecuted; I am pursued.,Labeling
I am always being harassed; I am tormented.,Labeling
I am always being bullied; I am preyed upon.,Labeling
I am always being oppressed; I am suppressed.,Labeling
I am always being dominated; I am subjugated.,Labeling
I am always being controlled; I am manipulated.,Labeling
I am always being exploited; I am used.,Labeling
I am always being abused; I am mistreated.,Labeling
I am always being violated; I am assaulted.,Labeling
I am always being betrayed; I am deceived.,Labeling
"I am always being cheated; I am swindled.
[INST] Please generate another sentence with only",Labeling
I am always being lied to; I am deceived.,Labeling
I am always being tricked; I am fooled.,Labeling
I am always being conned; I am defrauded.,Labeling
I am always being duped; I am hoodwinked.,Labeling
I am always being bamboozled; I am gullible.,Labeling
I am always being deceived; I am naive.,Labeling
I am always being misinformed; I am misguided.,Labeling
I am always being deluded; I am mistaken.,Labeling
I am always being mislead; I am confused.,Labeling
I am always being led astray; I am bewildered.,Labeling
I am always being misdirected; I am lost.,Labeling
I am always being misguided; I am off track.,Labeling
I am always being misinformed; I am ill-advised.,Labeling
I am always being misled; I am misinstructed.,Labeling
I am always being misdirected; I am misrouted.,Labeling
I am always being misguided; I am misnavigated.,Labeling
I am always being misinformed; I am miseducated.,Labeling
I am always being misled; I am misinstructured.,Labeling
I am always being misdirected; I am misoriented.,Labeling
I am always being misguided; I am misaligned.,Labeling
I am always being misinformed; I am misapprehended.,Labeling
I am always being misled; I am misconducted.,Labeling
"I am always being misdirected; I am missorted.
[INST] Please generate another sentence with only",Labeling
Everyone's problems are my fault because they wouldn't have these issues if it wasn't for me.,Personalization
"If people don't like me or what I do, then there must be something wrong with them.",Personalization
"I am responsible for everything that goes wrong in my life, even when it has nothing to do with me.",Personalization
"When someone else makes a mistake, it means they don't care about their work or relationships.",Personalization
"My friends and family would be happier without me around, so I should stay away from them.",Personalization
"People who disagree with me just haven't heard my side yet, and once they do, they will agree with me.",Personalization
"It's all my fault if things go wrong, but if things go well, it was due to luck or other factors beyond my control.",Personalization
"No one understands how hard I try, so they think I'm lazy or unmotivated.",Personalization
"If others aren't successful, it's because they didn't put enough effort into achieving their goals.",Personalization
"Anytime something good happens, I feel guilty because I believe I don't deserve happiness.",Personalization
"Whenever someone compliments me, I assume they are being sarcastic or insincere.",Personalization
"If people don't want to hang out with me, it's because they secretly dislike me and are too polite to say so.",Personalization
I take criticism personally and assume that any negative feedback is directed at me rather than the situation or task at hand.,Personalization
"If someone doesn't immediately accept my ideas or suggestions, I interpret this as rejection or lack of intelligence on their part.",Personalization
"I blame myself for every problem, no matter how small or large, and feel responsible for fixing everything.",Personalization
"I see everyone's actions through the lens of how they affect me, instead of considering their own experiences and perspectives.",Personalization
"I assume that people are judging me based on my appearance, which leads me to focus excessively on my physical flaws.",Personalization
"I believe that my emotions dictate reality, so if I feel sad or angry, then the world must be a terrible place.",Personalization
"I perceive setbacks and failures as personal attacks, rather than opportunities for growth and learning.",Personalization
I view disagreements as proof that I am unlikable or incapable of understanding others' points of view.,Personalization
I assume that people are trying to manipulate me or take advantage whenever they ask for help or support.,Personalization
"I believe that my past mistakes define who I am today, making it impossible for me to change or grow.",Personalization
"I feel like I need to constantly prove myself to others, as though my worth depends on their approval.",Personalization
"I worry that expressing my true thoughts and feelings will push people away, leading me to suppress my authentic self.",Personalization
"I fear that sharing my vulnerabilities will make me appear weak, causing others to lose respect for me.",Personalization
"I assume that people won't understand my unique experiences and perspectives, leading me to keep those aspects hidden.",Personalization
"I believe that my successes are solely due to luck or external circumstances, while my failures are entirely my responsibility.",Personalization
"I feel like I am constantly under attack by others, and I must defend myself at all times to protect my sense of self-worth.",Personalization
"I perceive criticism as a direct assault on my character, rather than constructive feedback meant to improve performance.",Personalization
"I assume that people are always trying to deceive me, leading me to mistrust and doubt even the most genuine interactions.",Personalization
"I believe that my emotions determine the truth of situations, so if I feel hurt or betrayed, then that must be what happened.",Personalization
"I feel like I am constantly walking on eggshells, afraid of saying or doing anything that might upset or offend others.",Personalization
"I assume that people are always trying to find ways to belittle or undermine me, so I become hypervigilant and defensive.",Personalization
"I believe that my opinions and beliefs are inherently superior to those of others, leading me to dismiss alternative perspectives outright.",Personalization
"I feel like I am constantly apologizing for existing, as though my very presence is an imposition on others.",Personalization
"I assume that people are always trying to use me for their own gain, so I guard my resources and information closely.",Personalization
"I believe that my emotions dictate reality, so if I feel rejected or ignored, then that must mean I am truly unwanted.",Personalization
"I feel like I have to constantly compete with others to prove my value and worth, leading me to compare myself unfairly.",Personalization
"I assume that people are always trying to take advantage of me, so I avoid trusting anyone completely.",Personalization
"I believe that my emotions dictate reality, so if I feel insecure or threatened, then there must be real danger present.",Personalization
"I feel like I am never good enough, and that my efforts will never be appreciated or recognized by others.",Personalization
"I assume that people are always trying to judge me or find fault with me, so I become overly sensitive to perceived slights.",Personalization
"I believe that my emotions dictate reality, so if I feel overwhelmed or stressed, then there must be a serious issue at hand.",Personalization
"I feel like I am constantly being criticized or evaluated, leading me to second-guess my decisions and actions.",Personalization
"I assume that people are always trying to control me or limit my freedom, so I resist authority figures and rules.",Personalization
"I believe that my emotions dictate reality, so if I feel guilty or ashamed, then I must have done something wrong.",Personalization
"I feel like I am constantly being misunderstood or misjudged, leading me to withdraw from social situations.",Personalization
"I assume that people are always trying to challenge or disprove my beliefs, so I become defensive when discussing my values.",Personalization
"I believe that my emotions dictate reality, so if I feel anxious or panicked, then there must be immediate danger present.",Personalization
"I feel like I am constantly being blamed or scapegoated, leading me to take on more responsibilities to compensate.",Personalization
"I assume that people are always trying to exploit my kindness or generosity, so I become wary of offering assistance or support.",Personalization
"I believe that my emotions dictate reality, so if I feel jealous or envious, then there must be something lacking within me.",Personalization
"I feel like I am constantly being judged or scrutinized, leading me to hide parts of myself to avoid negative reactions.",Personalization
"I assume that people are always trying to manipulate me into agreeing with them, so I become resistant to persuasion attempts.",Personalization
"I believe that my emotions dictate reality, so if I feel angry or resentful, then someone else must be responsible for my feelings.",Personalization
"I feel like I am constantly being accused or attacked, leading me to lash out defensively in response.",Personalization
"I assume that people are always trying to undermine my achievements or progress, so I work tirelessly to maintain my status.",Personalization
"I believe that my emotions dictate reality, so if I feel unimportant or insignificant, then I must be unworthy of attention or care.",Personalization
"I feel like I am constantly being overlooked or dismissed, leading me to seek validation through excessive achievement.",Personalization
"I assume that people are always trying to sabotage my plans or intentions, so I become secretive about my goals and aspirations.",Personalization
"I believe that my emotions dictate reality, so if I feel powerless or helpless, then I must lack agency or control over my life.",Personalization
"I feel like I am constantly being taken advantage of or used, leading me to distance myself from potential sources of harm.",Personalization
"I assume that people are always trying to dominate or control me, so I become submissive or passive in order to avoid conflict.",Personalization
"I believe that my emotions dictate reality, so if I feel vulnerable or exposed, then I must be in physical danger.",Personalization
"I feel like I am constantly being blamed or held accountable for things beyond my control, leading me to internalize guilt and shame.",Personalization
"I assume that people are always trying to deceive or trick me, so I become skeptical and suspicious of everyone's motives.",Personalization
"I believe that my emotions dictate reality, so if I feel betrayed or hurt, then it means that someone has intentionally harmed me.",Personalization
"I feel like I am constantly being belittled or put down, leading me to doubt my abilities and self-worth.",Personalization
"I assume that people are always trying to challenge or discredit my opinions, so I become defensive and argumentative in discussions.",Personalization
"I believe that my emotions dictate reality, so if I feel confused or uncertain, then there must be some hidden truth or danger lurking.",Personalization
"I feel like I am constantly being excluded or left out, leading me to seek acceptance and belonging in any way possible.",Personalization
"I assume that people are always trying to use me for their own gain, so I become guarded and hesitant to form close relationships.",Personalization
"I believe that my emotions dictate reality, so if I feel trapped or confined, then I must be experiencing a threat to my autonomy.",Personalization
"I feel like I am constantly being ignored or forgotten, leading me to crave attention and recognition from others.",Personalization
"I assume that people are always trying to control or suppress my creativity, so I become secretive and protective of my artistic expressions.",Personalization
"I believe that my emotions dictate reality, so if I feel rejected or abandoned, then I must be unlovable or unwanted by others.",Personalization
"I feel like I am constantly being criticized or judged, leading me to compare myself unfavorably to others and feel inferior.",Personalization
"I assume that people are always trying to impose their will upon me, so I become rebellious and defiant against perceived authority.",Personalization
"I believe that my emotions dictate reality, so if I feel overwhelmed or stressed, then there must be an imminent crisis requiring action.",Personalization
"I feel like I am constantly being pushed aside or overshadowed, leading me to strive for recognition and acknowledgment.",Personalization
"I assume that people are always trying to take advantage of my vulnerability, so I become cautious and distant in personal interactions.",Personalization
"I believe that my emotions dictate reality, so if I feel guilty or ashamed, then I must have done something wrong or immoral.",Personalization
"I feel like I am constantly being misunderstood or misjudged, leading me to withdraw emotionally and socially from others.",Personalization
"I assume that people are always trying to undermine my confidence or self-esteem, so I become hypervigilant and sensitive to criticism.",Personalization
"I believe that my emotions dictate reality, so if I feel anxious or fearful, then there must be a real threat present that requires protection.",Personalization
"I feel like I am constantly being treated unfairly or unequally, leading me to demand equal treatment and respect from others.",Personalization
"I know that if I don't do this task perfectly, it will lead to disastrous consequences in my life.",Fortune-telling
"If I don't get this job promotion, my career will be ruined forever.",Fortune-telling
This one small mistake will cause everything else in my life to fall apart.,Fortune-telling
"If they see how much money I have, everyone will think I am greedy and selfish.",Fortune-telling
"If I don't perform well on this test, I won't be able to succeed in college or find a good job later.",Fortune-telling
"If I don't lose weight now, I will never be happy or attractive again.",Fortune-telling
"If I don't finish this project by tomorrow, I will fail all my other responsibilities too.",Fortune-telling
"If I don't make enough sales this month, our business will go bankrupt.",Fortune-telling
"If I don't complete these chores today, my family will hate me for being lazy.",Fortune-telling
"If I don't learn this new skill quickly, I will never advance in my profession.",Fortune-telling
"If I don't stop procrastinating, I will never achieve any of my goals.",Fortune-telling
"If I don't save up more money, I will end up homeless and destitute when I retire.",Fortune-telling
"If I don't take care of myself physically, I will suffer from chronic illnesses and die young.",Fortune-telling
"If I don't invest wisely, I will live in poverty for the rest of my life.",Fortune-telling
"If I don't maintain strong relationships, I will be alone and miserable in old age.",Fortune-telling
"If I don't stay focused at work, I will lose my job and struggle financially.",Fortune-telling
"If I don't keep my emotions under control, I will ruin important relationships.",Fortune-telling
"If I don't follow through on my commitments, people will stop trusting me and avoid working with me.",Fortune-telling
"If I don't pay attention to details, I will make costly mistakes and damage my reputation.",Fortune-telling
"If I don't prioritize my time effectively, I will miss out on valuable opportunities and achievements.",Fortune-telling
"If I don't manage stress properly, I will experience severe health problems and shorten my lifespan.",Fortune-telling
"If I don't set realistic expectations, I will constantly feel disappointed and frustrated.",Fortune-telling
"If I don't seek help when needed, I will continue struggling with mental health issues and self-destructive behaviors.",Fortune-telling
"If I don't practice self-care regularly, I will become overwhelmed, burnt out, and unable to function.",Fortune-telling
"If I don't confront conflicts head-on, I will harbor resentment and destroy relationships over time.",Fortune-telling
"If I don't address my fears directly, I will remain stuck in them and prevent myself from growing personally and professionally.",Fortune-telling
"If I don't face my past traumas, I will carry their emotional baggage into future relationships and sabotage my happiness.",Fortune-telling
"If I don't let go of grudges, I will hold onto bitterness and negatively impact my own well-being and interpersonal connections.",Fortune-telling
"If I don't forgive others, I will perpetually feel anger and resentment, which may harm both my physical and mental health.",Fortune-telling
"If I don't accept compliments graciously, I will come across as arrogant and alienate potential allies and supporters.",Fortune-telling
"If I don't express gratitude consistently, I will take things for granted and risk losing cherished relationships and experiences.",Fortune-telling
"If I don't cultivate empathy, I will lack compassion and understanding, leading to strained connections and isolation.",Fortune-telling
"If I don't develop resilience, I will crumble under adversity and struggle to recover from setbacks.",Fortune-telling
"If I don't embrace change, I will resist growth and stagnate, missing out on exciting opportunities and personal development.",Fortune-telling
"If I don't adapt to different situations, I will limit my ability to navigate diverse environments and hinder my success.",Fortune-telling
"If I don't challenge my limiting beliefs, I will remain trapped within them, preventing my full potential from emerging.",Fortune-telling
"If I don't overcome my fear of failure, I will shy away from taking risks and achieving greatness due to the perceived threat of disappointment.",Fortune-telling
"If I don't believe in my abilities, I will undervalue my talents and contributions, hindering my progress and fulfillment.",Fortune-telling
"If I don't nurture positive relationships, I will isolate myself and miss out on the support and love necessary for a healthy, balanced life",Fortune-telling
"If I don't actively engage in self-improvement, I will stagnate and allow negative patterns to persist, holding me back from reaching my true potential.",Fortune-telling
"If I don't recognize and appreciate my accomplishments, I will overlook the value of my efforts and dismiss the importance of celebrating milestones",Fortune-telling
"If I don't acknowledge my strengths, I will disregard the unique qualities that contribute to my success and downplay my worthiness in various aspects of life",Fortune-telling
"If I don't pursue balance between work and leisure, I will burn out and compromise my overall quality of life",Fortune-telling
"If I don't establish boundaries, I will become overwhelmed by external demands and neglect my own needs and well-being",Fortune-telling
"If I don't advocate for myself, I will be taken advantage of and fail to secure the resources and respect I deserve",Fortune-telling
"If I don't assertively communicate my feelings, I will suppress my emotions and create tension or misunderstandings in my relationships",Fortune-telling
"If I don't learn from my mistakes, I will repeat them and hinder my growth, ultimately causing unnecessary suffering",Fortune-telling
"If I don't trust my instincts, I will second-guess myself and miss out on valuable opportunities while allowing doubts to cloud my judgment",Fortune-telling
"If I don't have faith in my decision-making process, I will doubt my choices and hesitate to act, resulting in missed chances and lost momentum",Fortune-telling
"If I don't believe in my capacity to handle challenges, I will shrink from difficulties and deprive myself of the opportunity to grow stronger
[INST] Please generate another sentence with only",Fortune-telling
"If I don't maintain open communication with loved ones, I will distance myself from those who care about me and lose the support system essential for navigating life's ups and downs",Fortune-telling
"If I don't invest in my passions, I will neglect my creative expression and deny myself the joy and satisfaction it brings",Fortune-telling
"If I don't surround myself with positivity, I will attract negativity and find it challenging to break free from toxic influences",Fortune-telling
"If I don't prioritize self-love, I will struggle to build meaningful connections and find it difficult to extend kindness towards myself and others",Fortune-telling
"If I don't make time for relaxation and rejuvenation, I will exhaust myself mentally and physically, leaving little room for creativity and problem-solving",Fortune-telling
"If I don't foster a sense of curiosity, I will miss out on learning opportunities and limit my intellectual growth",Fortune-telling
"If I don't seek help when needed, I will suffer needlessly and prolong my healing journey",Fortune-telling
"If I don't practice forgiveness, I will carry resentment and bitterness, damaging my mental and emotional well-being",Fortune-telling
"If I don't confront my fears head-on, I will continue to avoid them and never truly conquer them, keeping me trapped in a cycle of anxiety and uncertainty",Fortune-telling
"If I don't address my shortcomings, I will remain stuck in unproductive habits and behaviors, unable to reach my full potential",Fortune-telling
"If I don't let go of past hurts, I will hold onto grudges and allow them to fester, poisoning my present and future relationships",Fortune-telling
"If I don't strive for continuous improvement, I will plateau and fall behind in areas where growth is crucial for long-term success",Fortune-telling
"If I don't accept responsibility for my actions, I will shift blame and evade accountability, sabotaging my reputation and credibility",Fortune-telling
"If I don't take calculated risks, I will play it too safe and miss out on potentially rewarding experiences",Fortune-telling
"If I don't cultivate gratitude, I will focus solely on what I lack rather than appreciating what I already possess",Fortune-telling
"If I don't set realistic goals, I will overcommit and struggle to achieve any of them, leading to frustration and discouragement",Fortune-telling
"If I don't embrace change, I will resist evolution and prevent myself from adapting to new circumstances
[INST] Please generate another sentence with only",Fortune-telling
"If I don't express my authentic self, I will hide my true identity and miss out on forming genuine connections based on mutual understanding",Fortune-telling
"If I don't challenge limiting beliefs, I will perpetuate self-doubt and restrict my personal growth
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't seek guidance from trusted sources, I will navigate through life without proper direction and wisdom, making costly errors along the way",Fortune-telling
"If I don't develop resilience, I will crumble under pressure and struggle to recover from setbacks",Fortune-telling
"If I don't nurture my relationships, they may fade away, leaving me feeling isolated and alone
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't stay focused on my priorities, I will scatter my energy and attention, diluting my effectiveness",Fortune-telling
"If I don't actively listen during conversations, I will misinterpret messages and cause misunderstandings
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't engage in regular exercise, I will sacrifice my physical health and vitality",Fortune-telling
"If I don't manage my finances responsibly, I will struggle to meet basic needs and face financial instability
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't establish boundaries, I will become overwhelmed by external demands and expectations
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't pursue lifelong learning, I will stagnate intellectually and fail to adapt to changing environments
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't maintain a healthy work-life balance, I will burn out and compromise both my professional and personal fulfillment",Fortune-telling
"[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't advocate for my own needs, I will be taken advantage of and left feeling undervalued",Fortune-telling
"[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't trust my instincts, I will second-guess myself and lose confidence in my decision-making abilities",Fortune-telling
[INST] Please generate another sentence with only,Fortune-telling
"If I don't invest in my passions, I will neglect my creative expression and deprive myself of personal satisfaction",Fortune-telling
"[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't prioritize self-care, I will succumb to stress and fatigue, compromising my overall well-being",Fortune-telling
"[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't surround myself with positive influences, I will be surrounded by negativity and toxicity",Fortune-telling
"[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't acknowledge my emotions, I will suppress them and risk experiencing emotional turmoil later on
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't practice effective communication, I will struggle to convey my thoughts and feelings clearly",Fortune-telling
"[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't confront conflicts head-on, I will avoid dealing with issues that need resolution, causing tension to build up
[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion. [/INST]",Fortune-telling
"If I don't learn from past mistakes, I will repeat them and hinder my progress",Fortune-telling
"[INST] Please generate another sentence with only the ""Fortune-telling"" cognitive distortion",Fortune-telling
I feel so sad because my emotions tell me that nothing good will ever happen in my life.,Emotional Reasoning
"My feelings are telling me that everyone hates me, even though there's no evidence for it.",Emotional Reasoning
"If I don't get what I want right now, then I must be unworthy of love or happiness.",Emotional Reasoning
"When something bad happens, I automatically assume that it means I am being punished by fate or God.",Emotional Reasoning
"Whenever someone doesn't agree with me, I think they must secretly dislike me or envy me.",Emotional Reasoning
"If people aren't constantly praising me, then I believe I must have done something wrong.",Emotional Reasoning
"Every time I make a mistake, I feel like I'm doomed to fail at everything forever.",Emotional Reasoning
"When things go wrong, I immediately blame myself, thinking I must be the cause of all misfortune.",Emotional Reasoning
Feeling rejected makes me think that nobody could possibly care about me or understand me.,Emotional Reasoning
"When others seem unhappy around me, I take it personally and assume they must hate me.",Emotional Reasoning
"If I experience any setback, I instantly conclude that I'll never achieve success again.",Emotional Reasoning
"When people don't give me immediate attention, I feel like they don't value me or care about me.",Emotional Reasoning
Experiencing rejection leads me to believe that I'm fundamentally flawed and undeserving of love.,Emotional Reasoning
"When faced with criticism, I interpret it as proof that I'm worthless and incapable of improvement.",Emotional Reasoning
Being ignored or overlooked makes me feel like I'm invisible and unimportant to those around me.,Emotional Reasoning
"When I encounter failure, I convince myself that I'm destined to live a life filled with disappointment and hardship.",Emotional Reasoning
Receiving negative feedback causes me to spiral into thoughts of self-doubt and hopelessness.,Emotional Reasoning
"When I face challenges, I become overwhelmed with fear and anxiety, convinced that I won't be able to overcome them.",Emotional Reasoning
Facing adversity leads me to believe that I'm unable to handle difficult situations and will ultimately crumble under pressure.,Emotional Reasoning
"When I receive constructive criticism, I internalize it as personal attacks meant to hurt me deeply.",Emotional Reasoning
Dealing with stressful events convinces me that I'm ill-equipped to manage life's difficulties and will eventually break down.,Emotional Reasoning
"When I struggle with making decisions, I convince myself that I lack intelligence and common sense.",Emotional Reasoning
Dwelling on past mistakes leads me to believe that I'm inherently flawed and incapable of change.,Emotional Reasoning
"When I experience loss, I feel like I've been abandoned and left alone to fend for myself.",Emotional Reasoning
Losing control over a situation reinforces my belief that I'm powerless and helpless in the face of adversity.,Emotional Reasoning
"When I face criticism, I feel like I'm being attacked and targeted specifically for my flaws and weaknesses.",Emotional Reasoning
Experiencing rejection leads me to believe that I'm unlovable and unwanted by anyone who truly knows me.,Emotional Reasoning
"When I encounter obstacles, I convince myself that I'm destined to fail and will never find success.",Emotional Reasoning
Feeling judged by others confirms my belief that I'm inferior and unworthy of respect or admiration.,Emotional Reasoning
"When I face conflict, I feel like I'm being singled out and persecuted for my perceived shortcomings.",Emotional Reasoning
Experiencing setbacks reinforces my conviction that I'm cursed and bound to suffer perpetually.,Emotional Reasoning
"When I'm criticized, I feel like I'm being publicly shamed and humiliated for my failures and imperfections.",Emotional Reasoning
Feeling misunderstood leads me to believe that I'm alien and cannot connect with other human beings.,Emotional Reasoning
"When I face opposition, I feel like I'm being deliberately sabotaged and thwarted in my endeavors.",Emotional Reasoning
Experiencing betrayal confirms my suspicion that I'm untrustworthy and incapable of forming genuine connections.,Emotional Reasoning
"When I'm treated unfairly, I feel like I'm being intentionally mistreated due to my perceived faults.",Emotional Reasoning
Feeling excluded reinforces my belief that I'm an outsider and will never fit in anywhere.,Emotional Reasoning
"When I'm dismissed or ignored, I feel like I'm being devalued and belittled by those around me.",Emotional Reasoning
Experiencing neglect leads me to believe that I'm unimportant and expendable to those who should care for me.,Emotional Reasoning
"When I'm blamed for problems, I feel like I'm being scapegoated and made the fall guy for everyone else's mistakes.",Emotional Reasoning
Feeling unappreciated leads me to believe that no one truly values my efforts or contributions.,Emotional Reasoning
"When I'm given unsolicited advice, I feel like I'm being told what to do because I can't figure things out on my own.",Emotional Reasoning
Experiencing disapproval reinforces my belief that I'm doing something wrong and deserve censure.,Emotional Reasoning
"When I'm corrected, I feel like I'm being chastised for my errors and inadequacies.",Emotional Reasoning
Feeling judged leads me to believe that I'm constantly being scrutinized and found wanting.,Emotional Reasoning
"When I'm criticized, I feel like I'm being punished for my perceived transgressions.",Emotional Reasoning
Experiencing judgment reinforces my belief that I'm always being evaluated and found lacking.,Emotional Reasoning
"When I'm rejected, I feel like I'm being cast aside and discarded by those who matter most.",Emotional Reasoning
Feeling ostracized leads me to believe that I'll forever remain on the periphery of social circles.,Emotional Reasoning
"When I'm ignored, I feel like I don't exist and am being erased from people's lives.",Emotional Reasoning
Experiencing indifference reinforces my belief that I'm uninteresting and insignificant to others.,Emotional Reasoning
"When I'm dismissed, I feel like I'm being written off as irrelevant and disposable.",Emotional Reasoning
Feeling neglected leads me to believe that I'm being overlooked and forgotten by those who should care about me.,Emotional Reasoning
